Wavelength (nm),n,k
6.680000000000000000e+02,2.747485499999999803e+00,3.429380625000000293e-01
6.690000000000000000e+02,2.746117799999999942e+00,3.406379333333333648e-01
6.700000000000000000e+02,2.744635800000000181e+00,3.383872666666666862e-01
6.710000000000000000e+02,2.743281375000000022e+00,3.363432499999999825e-01
6.720000000000000000e+02,2.742011999999999894e+00,3.344369999999999843e-01
6.730000000000000000e+02,2.740965124999999780e+00,3.325526249999999906e-01
6.740000000000000000e+02,2.739959499999999881e+00,3.306002499999999844e-01
6.750000000000000000e+02,2.739015750000000082e+00,3.285458749999999872e-01
6.760000000000000000e+02,2.737972000000000072e+00,3.263909999999999867e-01
6.770000000000000000e+02,2.736870249999999949e+00,3.242212500000000164e-01
6.780000000000000000e+02,2.735636500000000026e+00,3.220925000000000038e-01
6.790000000000000000e+02,2.734365249999999747e+00,3.200507499999999950e-01
6.800000000000000000e+02,2.733068999999999971e+00,3.180669999999999886e-01
6.810000000000000000e+02,2.731706333333333347e+00,3.160923333333333640e-01
6.820000000000000000e+02,2.730426249999999833e+00,3.142300000000000093e-01
6.830000000000000000e+02,2.729228749999999870e+00,3.124799999999999800e-01
6.840000000000000000e+02,2.728128562499999799e+00,3.107435000000000058e-01
6.850000000000000000e+02,2.727053999999999867e+00,3.089880624999999936e-01
6.860000000000000000e+02,2.726014000000000159e+00,3.071849375000000326e-01
6.870000000000000000e+02,2.724929812500000104e+00,3.053529375000000323e-01
6.880000000000000000e+02,2.723819437499999996e+00,3.035144375000000116e-01
6.890000000000000000e+02,2.722643812499999871e+00,3.017288124999999988e-01
6.900000000000000000e+02,2.721440333333333239e+00,2.999366666666666847e-01
6.910000000000000000e+02,2.720209000000000099e+00,2.981380000000000141e-01
6.920000000000000000e+02,2.719124625000000073e+00,2.964661249999999693e-01
6.930000000000000000e+02,2.718041750000000256e+00,2.947697499999999970e-01
6.940000000000000000e+02,2.716961125000000088e+00,2.930366249999999950e-01
6.950000000000000000e+02,2.715799000000000074e+00,2.912945000000000118e-01
6.960000000000000000e+02,2.714596124999999915e+00,2.895698750000000321e-01
6.970000000000000000e+02,2.713311749999999911e+00,2.879242499999999927e-01
6.980000000000000000e+02,2.712015749999999947e+00,2.863742499999999969e-01
6.990000000000000000e+02,2.710712000000000010e+00,2.848879999999999746e-01
7.000000000000000000e+02,2.709385999999999850e+00,2.834673333333332934e-01
7.010000000000000000e+02,2.708176437500000144e+00,2.821535625000000103e-01
7.020000000000000000e+02,2.707083312500000005e+00,2.809466875000000141e-01
7.030000000000000000e+02,2.706188749999999921e+00,2.797302500000000136e-01
7.040000000000000000e+02,2.705358812500000099e+00,2.784574375000000157e-01
7.050000000000000000e+02,2.704628187500000003e+00,2.770555625000000188e-01
7.060000000000000000e+02,2.703826687499999881e+00,2.755040625000000354e-01
7.070000000000000000e+02,2.702973000000000070e+00,2.738876875000000322e-01
7.080000000000000000e+02,2.701923000000000297e+00,2.722645625000000291e-01
7.090000000000000000e+02,2.700776666666666603e+00,2.706853333333333333e-01
7.100000000000000000e+02,2.699533999999999878e+00,2.691500000000000004e-01
7.110000000000000000e+02,2.698453374999999710e+00,2.678731249999999897e-01
7.120000000000000000e+02,2.697424999999999962e+00,2.666079999999999561e-01
7.130000000000000000e+02,2.696474999999999955e+00,2.653604999999999992e-01
7.140000000000000000e+02,2.695576500000000042e+00,2.640694999999999570e-01
7.150000000000000000e+02,2.694691375000000111e+00,2.627601250000000110e-01
7.160000000000000000e+02,2.693808250000000015e+00,2.614207499999999795e-01
7.170000000000000000e+02,2.692884199999999950e+00,2.600217999999999696e-01
7.180000000000000000e+02,2.691939312500000181e+00,2.585917500000000091e-01
7.190000000000000000e+02,2.691052437499999783e+00,2.572392499999999749e-01
7.200000000000000000e+02,2.690167124999999881e+00,2.558770624999999743e-01
7.210000000000000000e+02,2.689283374999999587e+00,2.545051875000000075e-01
7.220000000000000000e+02,2.688382749999999710e+00,2.531051874999999951e-01
7.230000000000000000e+02,2.687466375000000074e+00,2.516951249999999640e-01
7.240000000000000000e+02,2.686517625000000020e+00,2.502688750000000018e-01
7.250000000000000000e+02,2.685519437499999995e+00,2.488356250000000047e-01
7.260000000000000000e+02,2.684481400000000129e+00,2.473932000000000075e-01
7.270000000000000000e+02,2.683275400000000310e+00,2.458951999999999805e-01
7.280000000000000000e+02,2.682051625000000161e+00,2.445291249999999861e-01
7.290000000000000000e+02,2.680816000000000088e+00,2.432509999999999950e-01
7.300000000000000000e+02,2.679575375000000204e+00,2.421878749999999969e-01
7.310000000000000000e+02,2.678404750000000334e+00,2.411895000000000011e-01
7.320000000000000000e+02,2.677339125000000042e+00,2.402882499999999810e-01
7.330000000000000000e+02,2.676447500000000090e+00,2.393710000000000004e-01
7.340000000000000000e+02,2.675609933333333412e+00,2.384006666666666774e-01
7.350000000000000000e+02,2.674814599999999931e+00,2.372340000000000004e-01
7.360000000000000000e+02,2.673999812499999962e+00,2.360199374999999988e-01
7.370000000000000000e+02,2.673163562499999646e+00,2.347829375000000107e-01
7.380000000000000000e+02,2.672209187500000027e+00,2.335223124999999955e-01
7.390000000000000000e+02,2.671204187499999883e+00,2.322948125000000030e-01
7.400000000000000000e+02,2.670148562500000100e+00,2.311004374999999778e-01
7.410000000000000000e+02,2.669051875000000074e+00,2.299893124999999872e-01
7.420000000000000000e+02,2.667948374999999928e+00,2.289189375000000026e-01
7.430000000000000000e+02,2.666839625000000158e+00,2.279220624999999945e-01
7.440000000000000000e+02,2.665713666666666981e+00,2.269519333333333277e-01
7.450000000000000000e+02,2.664610125000000274e+00,2.260163749999999916e-01
7.460000000000000000e+02,2.663625750000000014e+00,2.251732499999999915e-01
7.470000000000000000e+02,2.662690124999999686e+00,2.243361249999999973e-01
7.480000000000000000e+02,2.661786999999999903e+00,2.235030000000000072e-01
7.490000000000000000e+02,2.660943875000000070e+00,2.226442499999999880e-01
7.500000000000000000e+02,2.660113250000000207e+00,2.217657499999999837e-01
7.510000000000000000e+02,2.659301375000000078e+00,2.208576250000000019e-01
7.520000000000000000e+02,2.658430733333333684e+00,2.198429333333333513e-01
7.530000000000000000e+02,2.657533687499999964e+00,2.188121249999999962e-01
7.540000000000000000e+02,2.656609312500000097e+00,2.178058750000000099e-01
7.550000000000000000e+02,2.655608812499999694e+00,2.168438125000000105e-01
7.560000000000000000e+02,2.654570249999999909e+00,2.159154999999999824e-01
7.570000000000000000e+02,2.653482749999999779e+00,2.151204999999999923e-01
7.580000000000000000e+02,2.652423687499999794e+00,2.144033124999999984e-01
7.590000000000000000e+02,2.651393062499999953e+00,2.137639375000000008e-01
7.600000000000000000e+02,2.650411000000000072e+00,2.131833999999999951e-01
7.610000000000000000e+02,2.649516750000000087e+00,2.126425000000000121e-01
7.620000000000000000e+02,2.648746124999999729e+00,2.121512499999999857e-01
7.630000000000000000e+02,2.648100499999999968e+00,2.116425000000000112e-01
7.640000000000000000e+02,2.647512499999999935e+00,2.111099999999999921e-01
7.650000000000000000e+02,2.647029999999999994e+00,2.104999999999999927e-01
7.660000000000000000e+02,2.646582374999999931e+00,2.097921249999999960e-01
7.670000000000000000e+02,2.646157999999999788e+00,2.090190000000000103e-01
7.680000000000000000e+02,2.645649333333333519e+00,2.080329999999999957e-01
7.690000000000000000e+02,2.645100937500000082e+00,2.070328124999999964e-01
7.700000000000000000e+02,2.644512812499999921e+00,2.060184374999999846e-01
7.710000000000000000e+02,2.643799249999999823e+00,2.049787500000000151e-01
7.720000000000000000e+02,2.643026187499999846e+00,2.039514374999999990e-01
7.730000000000000000e+02,2.642146812500000053e+00,2.029595625000000236e-01
7.740000000000000000e+02,2.641141933333333469e+00,2.020292000000000199e-01
7.750000000000000000e+02,2.640096750000000103e+00,2.011809999999999987e-01
7.760000000000000000e+02,2.639105499999999882e+00,2.005560000000000120e-01
7.770000000000000000e+02,2.638224500000000194e+00,2.000221249999999951e-01
7.780000000000000000e+02,2.637417000000000122e+00,1.995490000000000042e-01
7.790000000000000000e+02,2.636828874999999961e+00,1.990377499999999855e-01
7.800000000000000000e+02,2.636278749999999782e+00,1.984404999999999919e-01
7.810000000000000000e+02,2.635785625000000021e+00,1.977142499999999803e-01
7.820000000000000000e+02,2.635110466666666706e+00,1.967988666666666553e-01
7.830000000000000000e+02,2.634324562499999800e+00,1.958803124999999867e-01
7.840000000000000000e+02,2.633386437500000010e+00,1.950646875000000002e-01
7.850000000000000000e+02,2.632369999999999877e+00,1.944870625000000020e-01
7.860000000000000000e+02,2.631349187500000131e+00,1.940458124999999978e-01
7.870000000000000000e+02,2.630591062500000188e+00,1.939139374999999943e-01
7.880000000000000000e+02,2.630060000000000286e+00,1.937606666666666644e-01
7.890000000000000000e+02,2.629755999999999982e+00,1.935860000000000081e-01
7.900000000000000000e+02,2.629797249999999753e+00,1.930066249999999872e-01
7.910000000000000000e+02,2.629764499999999838e+00,1.921984999999999943e-01
7.920000000000000000e+02,2.629620749999999951e+00,1.910472500000000018e-01
7.930000000000000000e+02,2.629035500000000081e+00,1.897579999999999822e-01
7.940000000000000000e+02,2.628238375000000016e+00,1.884927500000000145e-01
7.950000000000000000e+02,2.627035250000000044e+00,1.874615000000000031e-01
7.960000000000000000e+02,2.625732000000000177e+00,1.867878000000000038e-01
7.970000000000000000e+02,2.624410812500000301e+00,1.863940000000000041e-01
7.980000000000000000e+02,2.623528937500000158e+00,1.863740000000000119e-01
7.990000000000000000e+02,2.622893312500000018e+00,1.863483750000000105e-01
8.000000000000000000e+02,2.622503937499999882e+00,1.863171250000000001e-01
8.010000000000000000e+02,2.622376125000000169e+00,1.859635625000000125e-01
8.020000000000000000e+02,2.622242600000000312e+00,1.854530000000000067e-01
8.030000000000000000e+02,2.622027933333333394e+00,1.846596666666666664e-01
8.040000000000000000e+02,2.621623999999999732e+00,1.838049999999999962e-01
8.050000000000000000e+02,2.621127624999999739e+00,1.829530000000000045e-01
8.060000000000000000e+02,2.620450749999999829e+00,1.821730000000000016e-01
8.070000000000000000e+02,2.619743875000000166e+00,1.815066250000000048e-01
8.080000000000000000e+02,2.619016999999999928e+00,1.809159999999999935e-01
8.090000000000000000e+02,2.618314333333333188e+00,1.804226666666666756e-01
8.100000000000000000e+02,2.617688937500000090e+00,1.799738124999999966e-01
8.110000000000000000e+02,2.617140812500000191e+00,1.795694374999999843e-01
8.120000000000000000e+02,2.616705187500000029e+00,1.791526874999999908e-01
8.130000000000000000e+02,2.616313374999999830e+00,1.787045624999999971e-01
8.140000000000000000e+02,2.615994625000000351e+00,1.781864374999999889e-01
8.150000000000000000e+02,2.615696437500000027e+00,1.775379374999999926e-01
8.160000000000000000e+02,2.615388999999999964e+00,1.768023333333333391e-01
8.170000000000000000e+02,2.614918999999999993e+00,1.757856666666666734e-01
8.180000000000000000e+02,2.614215375000000119e+00,1.747673750000000026e-01
8.190000000000000000e+02,2.613356000000000012e+00,1.737480000000000135e-01
8.200000000000000000e+02,2.612067875000000150e+00,1.730267500000000069e-01
8.210000000000000000e+02,2.610704750000000018e+00,1.725637499999999880e-01
8.220000000000000000e+02,2.609229125000000149e+00,1.724881249999999921e-01
8.230000000000000000e+02,2.608040666666666674e+00,1.730372666666666615e-01
8.240000000000000000e+02,2.607199187500000015e+00,1.737920000000000020e-01
8.250000000000000000e+02,2.606999812499999791e+00,1.746619999999999839e-01
8.260000000000000000e+02,2.607359124999999889e+00,1.752624999999999877e-01
8.270000000000000000e+02,2.607989874999999902e+00,1.756585625000000039e-01
8.280000000000000000e+02,2.608908624999999759e+00,1.752541875000000193e-01
8.290000000000000000e+02,2.609620333333333431e+00,1.744456666666666655e-01
8.300000000000000000e+02,2.610125000000000028e+00,1.732329999999999981e-01
8.310000000000000000e+02,2.609900624999999863e+00,1.719248749999999770e-01
8.320000000000000000e+02,2.609446000000000154e+00,1.707607499999999889e-01
8.330000000000000000e+02,2.608646000000000242e+00,1.698126249999999948e-01
8.340000000000000000e+02,2.607787333333333457e+00,1.693712666666666589e-01
8.350000000000000000e+02,2.607060124999999839e+00,1.691630000000000078e-01
8.360000000000000000e+02,2.606673875000000251e+00,1.692029999999999923e-01
8.370000000000000000e+02,2.606639812500000097e+00,1.691975000000000007e-01
8.380000000000000000e+02,2.606787250000000000e+00,1.691298125000000041e-01
8.390000000000000000e+02,2.607209749999999993e+00,1.686779374999999859e-01
8.400000000000000000e+02,2.607578999999999869e+00,1.679646666666666510e-01
8.410000000000000000e+02,2.607895000000000074e+00,1.669899999999999995e-01
8.420000000000000000e+02,2.607863749999999925e+00,1.658581249999999951e-01
8.430000000000000000e+02,2.607694500000000026e+00,1.647347499999999854e-01
8.440000000000000000e+02,2.607318250000000059e+00,1.636241249999999814e-01
8.450000000000000000e+02,2.606778000000000262e+00,1.626845000000000097e-01
8.460000000000000000e+02,2.606185533333333471e+00,1.618186000000000069e-01
8.470000000000000000e+02,2.605548200000000314e+00,1.610765999999999865e-01
8.480000000000000000e+02,2.604979875000000167e+00,1.604558749999999978e-01
8.490000000000000000e+02,2.604449187500000207e+00,1.598927500000000002e-01
8.500000000000000000e+02,2.603991062500000009e+00,1.593802500000000011e-01
8.510000000000000000e+02,2.603564187499999960e+00,1.588696249999999865e-01
8.520000000000000000e+02,2.603168562500000061e+00,1.583608750000000120e-01
8.530000000000000000e+02,2.602784600000000115e+00,1.578054000000000123e-01
8.540000000000000000e+02,2.602417749999999863e+00,1.572459999999999969e-01
8.550000000000000000e+02,2.602074624999999752e+00,1.566885000000000083e-01
8.560000000000000000e+02,2.601715999999999696e+00,1.560944999999999971e-01
8.570000000000000000e+02,2.601332399999999989e+00,1.554789333333333468e-01
8.580000000000000000e+02,2.600864399999999854e+00,1.548135999999999957e-01
8.590000000000000000e+02,2.600352562499999909e+00,1.542093125000000009e-01
8.600000000000000000e+02,2.599815062499999829e+00,1.536420000000000008e-01
8.610000000000000000e+02,2.599215687500000094e+00,1.531720000000000026e-01
8.620000000000000000e+02,2.598615687499999716e+00,1.527835624999999975e-01
8.630000000000000000e+02,2.598015062500000028e+00,1.524766874999999855e-01
8.640000000000000000e+02,2.597474999999999756e+00,1.522864000000000162e-01
8.650000000000000000e+02,2.597013249999999829e+00,1.521430000000000005e-01
8.660000000000000000e+02,2.596658875000000144e+00,1.520505000000000051e-01
8.670000000000000000e+02,2.596430500000000308e+00,1.519659999999999900e-01
8.680000000000000000e+02,2.596262600000000198e+00,1.518713333333333304e-01
8.690000000000000000e+02,2.596210600000000035e+00,1.517280000000000018e-01
8.700000000000000000e+02,2.596243562499999769e+00,1.515161250000000015e-01
8.710000000000000000e+02,2.596319874999999833e+00,1.512591875000000030e-01
8.720000000000000000e+02,2.596458624999999909e+00,1.508610624999999761e-01
8.730000000000000000e+02,2.596592062500000075e+00,1.503604374999999993e-01
8.740000000000000000e+02,2.596720187499999888e+00,1.497573124999999894e-01
8.750000000000000000e+02,2.596685599999999816e+00,1.489157999999999871e-01
8.760000000000000000e+02,2.596503499999999853e+00,1.480587499999999890e-01
8.770000000000000000e+02,2.596127249999999886e+00,1.472181249999999775e-01
8.780000000000000000e+02,2.595505499999999799e+00,1.465454999999999952e-01
8.790000000000000000e+02,2.594779933333333233e+00,1.459988666666666712e-01
8.800000000000000000e+02,2.593884599999999985e+00,1.457882000000000067e-01
8.810000000000000000e+02,2.593184187499999904e+00,1.459743749999999896e-01
8.820000000000000000e+02,2.592625562499999869e+00,1.463570624999999958e-01
8.830000000000000000e+02,2.592591187500000061e+00,1.469776875000000094e-01
8.840000000000000000e+02,2.592876500000000028e+00,1.475361249999999902e-01
8.850000000000000000e+02,2.593481499999999773e+00,1.480323749999999938e-01
8.860000000000000000e+02,2.594597999999999960e+00,1.480849999999999944e-01
8.870000000000000000e+02,2.595767250000000193e+00,1.477904999999999913e-01
8.880000000000000000e+02,2.596930375000000346e+00,1.470492499999999925e-01
8.890000000000000000e+02,2.597782999999999731e+00,1.458824999999999983e-01
8.900000000000000000e+02,2.598454733333332989e+00,1.445502666666666491e-01
8.910000000000000000e+02,2.598713399999999840e+00,1.429815999999999865e-01
8.920000000000000000e+02,2.598605937499999907e+00,1.415646875000000082e-01
8.930000000000000000e+02,2.598313437499999878e+00,1.402503750000000105e-01
8.940000000000000000e+02,2.597767812499999884e+00,1.392741249999999986e-01
8.950000000000000000e+02,2.597210333333333399e+00,1.384546666666666703e-01
8.960000000000000000e+02,2.596640999999999977e+00,1.377919999999999978e-01
8.970000000000000000e+02,2.596247874999999983e+00,1.374057499999999932e-01
8.980000000000000000e+02,2.595934500000000256e+00,1.370689999999999964e-01
8.990000000000000000e+02,2.595740750000000041e+00,1.368064999999999976e-01
9.000000000000000000e+02,2.595712133333333504e+00,1.365438666666666523e-01
9.010000000000000000e+02,2.595778187500000111e+00,1.362675624999999946e-01
9.020000000000000000e+02,2.595968812500000222e+00,1.359594375000000022e-01
9.030000000000000000e+02,2.596258750000000060e+00,1.355629374999999803e-01
9.040000000000000000e+02,2.596599562499999791e+00,1.351096874999999919e-01
9.050000000000000000e+02,2.597015187499999822e+00,1.344865624999999898e-01
9.060000000000000000e+02,2.597432666666666723e+00,1.337143333333333239e-01
9.070000000000000000e+02,2.597852000000000050e+00,1.327929999999999944e-01
9.080000000000000000e+02,2.598060124999999942e+00,1.317398750000000063e-01
9.090000000000000000e+02,2.598167749999999998e+00,1.306697500000000012e-01
9.100000000000000000e+02,2.598124625000000076e+00,1.295741249999999845e-01
9.110000000000000000e+02,2.597877599999999898e+00,1.285069999999999824e-01
9.120000000000000000e+02,2.597540562499999872e+00,1.275379375000000037e-01
9.130000000000000000e+02,2.597112437499999871e+00,1.267810624999999858e-01
9.140000000000000000e+02,2.596717562499999854e+00,1.262258749999999874e-01
9.150000000000000000e+02,2.596354199999999945e+00,1.257737999999999912e-01
9.160000000000000000e+02,2.596146200000000182e+00,1.254717999999999944e-01
9.170000000000000000e+02,2.596088500000000021e+00,1.252234999999999876e-01
9.180000000000000000e+02,2.596131000000000189e+00,1.250110000000000110e-01
9.190000000000000000e+02,2.596412250000000199e+00,1.247591249999999985e-01
9.200000000000000000e+02,2.596782600000000052e+00,1.244426666666666598e-01
9.210000000000000000e+02,2.597286599999999890e+00,1.240293333333333387e-01
9.220000000000000000e+02,2.597873062500000163e+00,1.234761250000000060e-01
9.230000000000000000e+02,2.598488187500000102e+00,1.228449375000000010e-01
9.240000000000000000e+02,2.599148812499999739e+00,1.220680625000000047e-01
9.250000000000000000e+02,2.599840733333333098e+00,1.210780666666666644e-01
9.260000000000000000e+02,2.600516999999999967e+00,1.199586249999999993e-01
9.270000000000000000e+02,2.601077000000000083e+00,1.186867500000000075e-01
9.280000000000000000e+02,2.601490000000000080e+00,1.173031250000000081e-01
9.290000000000000000e+02,2.601805000000000145e+00,1.158450000000000035e-01
9.300000000000000000e+02,2.601822999999999997e+00,1.142556666666666720e-01
9.310000000000000000e+02,2.601703562500000011e+00,1.127747500000000069e-01
9.320000000000000000e+02,2.601446687500000188e+00,1.114022500000000082e-01
9.330000000000000000e+02,2.601004000000000094e+00,1.101981999999999962e-01
9.340000000000000000e+02,2.600571249999999779e+00,1.091769999999999963e-01
9.350000000000000000e+02,2.600184374999999992e+00,1.084019999999999984e-01
9.360000000000000000e+02,2.599992000000000303e+00,1.077839999999999909e-01
9.370000000000000000e+02,2.599909400000000037e+00,1.072019333333333324e-01
9.380000000000000000e+02,2.600071400000000033e+00,1.066065999999999958e-01
9.390000000000000000e+02,2.600415312500000020e+00,1.059327499999999922e-01
9.400000000000000000e+02,2.600851875000000035e+00,1.051946874999999948e-01
9.410000000000000000e+02,2.601420624999999820e+00,1.041815625000000051e-01
9.420000000000000000e+02,2.601967000000000141e+00,1.029670000000000030e-01
9.430000000000000000e+02,2.602491000000000110e+00,1.015510000000000024e-01
9.440000000000000000e+02,2.602789125000000148e+00,1.000266250000000079e-01
9.450000000000000000e+02,2.602995250000000205e+00,9.847074999999999578e-02
9.460000000000000000e+02,2.603063375000000068e+00,9.686762499999999887e-02
9.470000000000000000e+02,2.602952199999999827e+00,9.520833333333332538e-02
9.480000000000000000e+02,2.602760500000000032e+00,9.360349999999999226e-02
9.490000000000000000e+02,2.602485499999999785e+00,9.215850000000000430e-02
9.500000000000000000e+02,2.602192562499999973e+00,9.049515416666653600e-02
9.510000000000000000e+02,2.601892199999999988e+00,8.890629166666681737e-02
9.520000000000000000e+02,2.601594200000000079e+00,8.731742916666708487e-02
9.530000000000000000e+02,2.601332875000000211e+00,8.572856666666735237e-02
9.540000000000000000e+02,2.601096000000000075e+00,8.413970416666777252e-02
9.550000000000000000e+02,2.600897999999999932e+00,8.255084166666813716e-02
9.560000000000000000e+02,2.600728687499999747e+00,8.096197916666841854e-02
9.570000000000000000e+02,2.600588062499999964e+00,7.937311666666871379e-02
9.580000000000000000e+02,2.600476687500000050e+00,7.778425416666898129e-02
9.590000000000000000e+02,2.600369800000000176e+00,7.619539166666923491e-02
9.600000000000000000e+02,2.600265800000000294e+00,7.460652916666964118e-02
9.610000000000000000e+02,2.600146999999999764e+00,7.301766666667001970e-02
9.620000000000000000e+02,2.600007374999999676e+00,7.142880416667031496e-02
9.630000000000000000e+02,2.599799249999999784e+00,6.983994166667059633e-02
9.640000000000000000e+02,2.599466000000000054e+00,6.825107916667086383e-02
9.650000000000000000e+02,2.599029124999999940e+00,6.666221666667113133e-02
9.660000000000000000e+02,2.598410375000000272e+00,6.507335416667150985e-02
9.670000000000000000e+02,2.597649666666666857e+00,6.348449166667191612e-02
9.680000000000000000e+02,2.596747000000000138e+00,6.189562916667219750e-02
9.690000000000000000e+02,2.595706375000000232e+00,6.030676666667245805e-02
9.700000000000000000e+02,2.594623499999999972e+00,5.871790416667272555e-02
9.710000000000000000e+02,2.593477249999999845e+00,5.712904166667300693e-02
9.720000000000000000e+02,2.592290666666666521e+00,5.554017916667328830e-02
9.730000000000000000e+02,2.591142875000000068e+00,5.395131666667359049e-02
9.740000000000000000e+02,2.590109125000000123e+00,5.236245416667402452e-02
9.750000000000000000e+02,2.589108799999999988e+00,5.077359166667434753e-02
9.760000000000000000e+02,2.588154999999999983e+00,4.918472916667460809e-02
9.770000000000000000e+02,2.587330000000000130e+00,4.759586666667489641e-02
9.780000000000000000e+02,2.586533875000000204e+00,4.600700416667517778e-02
9.790000000000000000e+02,2.585757000000000083e+00,4.441814166667546609e-02
9.800000000000000000e+02,2.584894999999999943e+00,4.282927916667589319e-02
9.810000000000000000e+02,2.584026187500000127e+00,4.124041666667623701e-02
9.820000000000000000e+02,2.583150562500000191e+00,3.965155416667649757e-02
9.830000000000000000e+02,2.582148000000000110e+00,3.806269166667677895e-02
9.840000000000000000e+02,2.581126999999999949e+00,3.647382916667706726e-02
9.850000000000000000e+02,2.580099499999999768e+00,3.488496666667734863e-02
9.860000000000000000e+02,2.579034000000000049e+00,3.329610416667763001e-02
9.870000000000000000e+02,2.577942533333333675e+00,3.170724166667796690e-02
9.880000000000000000e+02,2.576785200000000220e+00,3.011837916667836623e-02
9.890000000000000000e+02,2.575687687499999878e+00,2.852951666667866495e-02
9.900000000000000000e+02,2.574611733333333596e+00,2.694065416667894980e-02
9.910000000000000000e+02,2.573499066666666835e+00,2.535179166667923464e-02
9.920000000000000000e+02,2.572453625000000077e+00,2.376292916667961663e-02
9.930000000000000000e+02,2.571452999999999989e+00,2.217406666667998474e-02
9.940000000000000000e+02,2.570518625000000057e+00,2.058520416668026959e-02
9.950000000000000000e+02,2.569598266666666575e+00,1.933671479217905290e-02
9.960000000000000000e+02,2.568698933333333212e+00,1.810065097728300390e-02
9.970000000000000000e+02,2.567927249999999884e+00,1.692362899356196840e-02
9.980000000000000000e+02,2.567171800000000115e+00,1.580630222144140812e-02
9.990000000000000000e+02,2.566421133333333326e+00,1.479571592315712114e-02
1.000000000000000000e+03,2.564905014814814699e+00,1.383342981929392215e-02
1.001000000000000000e+03,2.563197533333333222e+00,1.292045493757420019e-02
1.002000000000000000e+03,2.561490051851851746e+00,1.209421578620956464e-02
1.003000000000000000e+03,2.559782570370370269e+00,1.130748939242421681e-02
1.004000000000000000e+03,2.558075088888888793e+00,1.056149175283551019e-02
1.005000000000000000e+03,2.556367607407407316e+00,9.885972102996996164e-03
1.006000000000000000e+03,2.554660125925925840e+00,9.242776460983374159e-03
1.007000000000000000e+03,2.552952644444444363e+00,8.633216998379452875e-03
1.008000000000000000e+03,2.551245162962962887e+00,8.080923342158935138e-03
1.009000000000000000e+03,2.549537681481481410e+00,7.555072792190513191e-03
1.010000000000000000e+03,2.547830199999999934e+00,7.056997840298188419e-03
1.011000000000000000e+03,2.546122718518518457e+00,6.605451865352877060e-03
1.012000000000000000e+03,2.544415237037036981e+00,6.175538013318512473e-03
1.013000000000000000e+03,2.542801147058823208e+00,5.768557771156744042e-03
1.014000000000000000e+03,2.541404970588235113e+00,5.399381526099731460e-03
1.015000000000000000e+03,2.540008794117647017e+00,5.047901693012629525e-03
1.016000000000000000e+03,2.538612617647058922e+00,4.715355523242816330e-03
1.017000000000000000e+03,2.537909970588235531e+00,4.413523459186679057e-03
1.018000000000000000e+03,2.537284382352941403e+00,4.126168132843204689e-03
1.019000000000000000e+03,2.536658794117647275e+00,3.854442521690296455e-03
1.020000000000000000e+03,2.535932764705882470e+00,3.607669970063562010e-03
1.021000000000000000e+03,2.535106294117646986e+00,3.372740251324444702e-03
1.022000000000000000e+03,2.534279823529411502e+00,3.150711509247716528e-03
1.023000000000000000e+03,2.533397411764705787e+00,2.948954708504205550e-03
1.024000000000000000e+03,2.532011529411764439e+00,2.756886036620675301e-03
1.025000000000000000e+03,2.530625647058823535e+00,2.575464925452663253e-03
1.026000000000000000e+03,2.529239764705882632e+00,2.410512248975310926e-03
1.027000000000000000e+03,2.527824999999999989e+00,2.253485016907584657e-03
1.028000000000000000e+03,2.526397857142857362e+00,2.105244661764434522e-03
1.029000000000000000e+03,2.524970714285714291e+00,1.970382410875254516e-03
1.030000000000000000e+03,2.523633117647058999e+00,1.842003618777272519e-03
1.031000000000000000e+03,2.522653705882353048e+00,1.720875472491064685e-03
1.032000000000000000e+03,2.521674294117647097e+00,1.610614633060660763e-03
1.033000000000000000e+03,2.520694882352941146e+00,1.505657620023443050e-03
1.034000000000000000e+03,2.520072176470588232e+00,1.406683033726986200e-03
1.035000000000000000e+03,2.519538647058823688e+00,1.316535875925984060e-03
1.036000000000000000e+03,2.519005117647058700e+00,1.230727534408917112e-03
1.037000000000000000e+03,2.518461588235294091e+00,1.149854764265069267e-03
1.038000000000000000e+03,2.517903058823529605e+00,1.076152193484415263e-03
1.039000000000000000e+03,2.517344529411764675e+00,1.005999003866113201e-03
1.040000000000000000e+03,2.516786000000000190e+00,9.399173439625382138e-04
1.041000000000000000e+03,2.515988647058823524e+00,8.796595694004354137e-04
1.042000000000000000e+03,2.515191294117647303e+00,8.223053724382643195e-04
1.043000000000000000e+03,2.514393941176470637e+00,7.683096237104282541e-04
1.044000000000000000e+03,2.513511352941176558e+00,7.190440670741993397e-04
1.045000000000000000e+03,2.512571941176470425e+00,6.721537841079709219e-04
1.046000000000000000e+03,2.511632529411764736e+00,6.280335110256314883e-04
1.047000000000000000e+03,2.510703117647058669e+00,5.877549864092174474e-04
1.048000000000000000e+03,2.509813705882352863e+00,5.494195534774405209e-04
1.049000000000000000e+03,2.508924294117647058e+00,5.133685949719490361e-04
1.050000000000000000e+03,2.508034882352941253e+00,4.804376973603645580e-04
1.051000000000000000e+03,2.507256771428571618e+00,4.490963430185046165e-04
1.052000000000000000e+03,2.506506485714286026e+00,4.196388732802919480e-04
1.053000000000000000e+03,2.505756199999999989e+00,3.927152541883867799e-04
1.054000000000000000e+03,2.505038205882353264e+00,3.670919568853597392e-04
1.055000000000000000e+03,2.504395558823529377e+00,3.430220691666868195e-04
